PIM | Brand,UPC Code,English Description,COST
Jason,78522040125,"<p><strong>Highlights:</strong></p><ul>  <li>One 4 ounce container of JASON Age Renewal Vitamin E 25,000 IU Moisturizing Crème  </li>  <li> Provides deep, long-lasting moisture to help minimize the visible signs of skin aging  </li>  <li> Infused with vitamin E and avocado oil  </li>  <li> Free of parabens, sulfates, phthalates and petrolatum  </li>  <li> Not tested on animals </li></ul>",172.5
Jason,78522040163,"<p><strong>Highlights:</strong></p><p>Nurture your skin back to its healthy-looking, happy-feeling best. Our 
concentrated Aloe Vera Gel instantly soothes dry, irritated, sun damaged
 or newly shaven skin while nourishing Allantoin and Pro-Vitamin B5 
replenish and recondition. Use every day to keep dry skin away.</p>",115.0
Jason,78522040316,"<h3><strong>Highlights:</strong></h3><li><strong>Nourish and relieve dry, irritated skin with JASON Vitamin E 45,000 IU Skin Oil.&nbsp;</strong></li><li><strong>This moisturizing treatment combines antioxidant-rich vitamin E&nbsp;</strong></li><li><strong>Seven essential oils, including black currant, evening primrose, macadamia nut and borage, to deeply moisturize and condition skin.&nbsp;</strong></li><li><strong>Just a drop provides instant relief and leaves skin feeling softer and smoother.</strong></li><li><strong> Use at night to help reduce the appearance of fine lines and wrinkles</strong>.</li>",172.5
Jason,78522046479,"<p><strong>Highlights:</strong></p><ul><li>Powersmile® Antiplaque & Whitening Toothpaste</li><li>Perk up your smile with a brightening blend of Bamboo Powder, Calcium Carbonate and Baking Soda.&nbsp;</li><li>Infused with Grapefruit Seed and Perilla Seed Extracts, our toothpaste helps to whiten the look of your teeth.&nbsp;</li><li>Including a dash of Peppermint Oil for fully fresh breath.&nbsp;</li><li>It’s your time to smile and shine.</li></ul>",38.0
Jason,78522060307,"<p><strong>Highlights:</strong></p><ul>  <li>Cleanses and exfoliates the skin  </li>  <li> Softens and smooths the skin  </li>  <li> Reveals brighter, healthier skin  </li>  <li> Suitable for all skin types&nbsp;</li></ul>",138.0
Jason,78522070092,"<h3><strong>Highlights:</strong></h3><p><strong>2X Thicker Looking Hair*</strong></p><p><strong>No Animal Testing</strong></p><p><strong>No Phthalates, Sulfates, Parabens, Petrolatum</strong></p><p><strong>Hain Celestial ,Leaping Bunny</strong></p><p><strong>Biodegradable Formula</strong></p><p><strong>2X  Thicker& Fuller Hair*</strong></p><p><strong>Repairs 72% of Split Ends*</strong></p><p><strong>Certified Cruelty Free & Vegan</strong></p><p><strong>Jason®, Made with Just the Good Stuff</strong></p>",144.9
Jason,78522100300,"<p><strong>Highlights:</strong></p><p>Controls recurrence of flaking, scaling and itching associated with dandruff.<br>Helps prevent seborrheic dermatitis.<br>Frostified with MSM, Olive, Rosemary Oils & Colloidal Sulfur.<br>Treats & controls dandruff</p>",80.0
Jason,78522330028,<p><strong>Highlights:</strong></p><li>No Animal byproducts</li><li>No artificial colors</li><li>No GMOs</li><li>No parabens</li><li>Cruelty free</li>,84.0
RapidLash,786563136072,"<p><strong>Highlights:</strong></p><ul><li>Consumer Tested & Approved*</li><li>88% Experience Improvement in the Appearance of Lashes</li><li>86% Experienced Fuller Looking Lashes</li><li>86% Experienced Thicker, Stronger and Longer Looking Lashes</li><li>In Just 8 Weeks!*</li><li>With Hexatein® 1 Complex</li><li>Ophthalmologist & Dermatologist Tested Safe for Contact Lens Wearers</li></ul>",135.36
OZ Naturals,816457000000,,48.5
ACURE,854049000000,,29.5
Some By Me,8809330000000,,40.0
Some By Me,8809650000000,,39.0
Green Wealth,8858850000000,,60.0
Vicks,8001090181602,"<p><strong>Highlights:</strong></p><ul><li>Treating severe colds.</li><li>Suitable for babies, young children.</li><li>Does not cause allergies.</li><li>It contains a local sedative, which helps with a feeling of relaxation.</li></ul>",0.0
Vicks,8001841460178,<p><strong>Highlights:</strong></p><li>&nbsp; &nbsp;This product is used to relieve cough and relieve sore throat.&nbsp;</li><li>&nbsp; &nbsp;It is also used to get rid of the common cold.</li>,20.25
Vicks,8001841460215,<p><strong>Highlights:</strong></p><ul><li>Relieves sore throat.</li><li>It helps relieve cold pain.</li><li>Reduces rhinitis.</li><li>Getting rid of ear pain associated with a cold.</li></ul>,20.25
Vicks,8001841460253,<p><strong>Highlights:</strong></p><p>Relieve Cough<br>Clear blocked nose<br>Soothe sore throat</p>,20.25
Vicks,8001841469782,<p><strong>Highlights:</strong></p><ul><li>Cough relief</li><li>Get rid of colds</li><li>Sore throat relief</li><li>Clearing your throat and relieving cough symptoms.</li><li>Helps you get rid of stuffy nose and sore throat.</li></ul>,27.8
Vicks,8001841469829,<p><strong>Highlights:</strong></p><ul><li>Relieve Cough</li><li>Clear blocked nose</li><li>Soothe sore throat</li></ul>,27.8
Vicks,8001841469867,"<p><strong>Highlights:</strong></p><ul>
<li>Cough relief</li><li>Get rid of colds</li><li>Sore throat relief</li><li>Clearing your throat and relieving cough symptoms.</li><li>Helps you get rid of stuffy nose and sore throat.</li></ul>",27.8
SOS,8002140000000,<p><strong>Highlights:</strong></p><ul><li>Containing 0.12 percent of chlorhexidine</li><li>Recommended for those who have undergone dental surgery</li><li>Chlorhexidine is an element with antibacterial action used for oral hygiene</li><li>Molecule helps preventing the formation of bacterial plaque</li><li>For gingival irritation that than cause cavities</li></ul>,31.0
Duspatalin,8002660016317, ,48.15
Dicetel,8002660016331, ,14.0
Brufen,8002660016492, ,13.6
Brufen,8002660016508, ,19.55
Duphalac,8002660034281, ,24.4
Marvis,8004395110148,"<p><strong>Highlights:</strong></p><ul>
<li><strong>A rich, creamy & uniquely flavoured toothpaste.</strong></li><li><strong>Contains Fluoride to prevent tooth decay while combating tartar & plaque .</strong></li><li><strong>Flavoured with cool peppermint & fresh jasmine.</strong></li><li><strong>Offers a long-lasting pleasurable taste sensation.</strong></li><li><strong>Keeps breath fresh all day long.</strong></li><li><strong>Leaves teeth clean, protected & healthy.</strong></li><li><strong>Packaged in the distinctive colourful Marvis tube with an elegantly sculpted cap</strong></li></ul>",41.0
Foltene,8013134009292,,112.7
Otosan,8016887000059,,39.0
Blanx,8017331035696,"<h3><strong>Highlights:</strong></h3><p><strong>BlanX Instant White </strong>Whitens Teeth Immediately&nbsp;</p><ul><li><strong>BlanX Instant White 75ml toothpaste whitens teeth from the very first use.&nbsp;</strong></li><li><strong>It is derived from the double patented Actilux® formula that whitens teeth through natural light.&nbsp;</strong></li><li><strong>So, the more you smile the whiter your teeth get!BlanX Instant White is a non-abrasive and peroxide free toothpaste that is suitable for daily use to whitening teeth without harming tooth enamel.</strong></li><li><strong>Can also be used in conjunction with the BlanX LED accelerator to boost the whitening and antibacterial action of the Actilux® formula.</strong></li></ul>",50.0
KIKO,8025272623315,"<p><strong>Highlights:</strong></p><ul>  <li>Long-lasting two-step liquid lipstick: an extraordinary combination of 
base colours and lip gloss with an intense and radiant finish.  </li>  <li>
 Bright, radiant finish. The lips feel soft and shine with bright 
colour. Hold of up to 12 hours. Clinical and instrumental test  </li>  <li> Lip gloss: the softening action formula gives the lips a bright and radiant finish&nbsp;</li></ul>",84.0
Plerus,8053259620019,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>Each 100 ml contains 10 ml of Pelargonium Sidoides root extract as active ingredient.</strong></li><li><strong>Used for acute cough.</strong></li><li><strong>Inflammation of the respiratory tract accompanied by coughing and the symptomatic treatment of chronic inflammatory bronchial diseases.</strong></li><li><strong>Alcohol Free.</strong></li><li><strong>Sugar Free.</strong></li><li><strong>Herbal Remedy for Cough.</strong></li><li><strong>Colorant Free.</strong></li></ul>",30.5
Honst,8057506630080,"<p><strong>Highlights:</strong></p><ul><li>Lipo Burn is a food supplement based on bitter orange, cocoa and coffeine.&nbsp;</li><li>Cocoa promotes tonic and metabolic support actions.</li></ul>",89.0
Honst,8057506630097,"<p><strong>Highlights:</strong></p><ul>
<li>CoEnzyme Q10 integrates this precious ingredient to the daily diet.&nbsp;</li><li>CoEnzyme Q10 acts as an antioxidant and helps protect against lipid oxidation and free radicals, support digestive tract, liver and immune system health, contributes to resistance to stress.</li></ul>",89.0
Honst,8057506630103,<p><strong>Highlights:</strong></p><ul><li>Supports for a healthy immune system</li><li>Mega Zinco is a food supplement based on Vitamin C and Zinc.</li><li>They contribute to the normal function of the immune system and to the protection of cells from oxidative stress.</li></ul>,99.0
Honst,8057506630127,"<p><strong>Highlights:</strong></p><ul><li>Calm Night is a unique formula of Melatonin, Valerian & Magnesium.&nbsp;</li><li>It makes the sleeps phase more stable and helps to maintain sleep and stabilize the heart rhythm.</li></ul>",109.0
Honst,8057506630141,"<p><strong>Highlights:</strong></p><ul><li>Vitamin E Complex is a food supplement based on Vitamin C, Vitamin E, and Vitamin D.&nbsp;</li><li>Vitamin C and Vitamin E contribute to the protection of cells from oxidative stress.</li></ul>",89.0
Honst,8057506630219,"<p><strong>Highlights:</strong></p><p>Healthy Liver is a food supplement with Milk Thistle, Turmeric and Black
 Pepper.</p><p>Milk Thistle promotes liver function and the body\'s purifying 
functions.</p><p>Black Pepper promotes digestive function.</p>",89.0
Honst,8057506630233,"<p><strong>Highlights:</strong></p><ul>
<li>Free Oxidant is a food supplement based on Vitamin C, Quercetin and Selenium useful for making a supplementary portion of these ingredients to the daily diet.&nbsp;</li><li>Vitamin C and Selenium contribute to the protection of cells from oxidative stress.</li></ul>",89.0
Honst,8057506630264,"<p><strong>Highlights:</strong></p><ul>
<li>Cals Free is a food supplement based on Nettle, Resveratrol, Magnesium, Vitamin K and Vitamin D3.&nbsp;</li><li>Nettle promotes prostate function.</li></ul>",89.0
Honst,8057506630295,"<p><strong>Highlights:</strong></p><ul>
<li>Ashwagandha is a tonic.</li><li>helps against mental and physical fatigue.</li><li>Help reduce stress, anxiety and fatigue.</li><li>Improve the quality of sleep in subjects with insomnia.</li></ul>",89.0
Honst,8057506630349,"<p><strong>Highlights:</strong></p><ul>
<li>Vitamin C Plus is a food supplement based on Rosehip, Vitamin C, Selenium and Zinc.&nbsp;</li><li>Rosehip has a supportive and tonic action.</li><li>Vitamin C, Selenium, Zinc contribute to the normal function of the immune system and contribute to the protection of cells from oxidative stress.</li></ul>",89.0
Honst,8057506630356,"<p><strong>Highlights:</strong></p><ul>
<li>Supports Immunity</li><li>Zinc Copper is a food supplement based on Zinc and Copper.</li><li>Protection of cells from oxidative stress.</li><li>Zinc contributes to the maintenance of normal bones.</li></ul>",89.0
Fastum,8058773460073, ,10.3
Mary Ruths,810104622370,"<p><strong>Highlights:</strong></p><ul><li>Liquid Multivitamin + Hair Growth Products: Lustriva, included in this formula, is clinically shown to improve hair growth and increase hair thickness in women in as few as 3 weeks!</li><li>Mary Ruth Multivitamin Hair Growth: Lustriva is also shown to improve skin health & appearance, reduce facial wrinkles and fine lines, and improve skin texture. Also included are vitamin C, B complex vitamins, vitamin D3, chromium picolinate, and more!</li><li>Mary Ruth Multivitamin Trending on TikTok: This liquid multivitamin includes all eight B vitamins, including 10,000 mcg biotin magnesium biotinate, a unique form of biotin that is 40x more soluble than D-biotin — as well as methylated folate as calcium L-5-methyltetrahydrofolate!</li></ul>",299.0
Mary Ruths,810104622851,"<p><strong>Highlights:</strong></p><ul>
<li>We’ve formulated a multivitamin for women not only to support your daily wellness but also to support your hair growth and skin health.</li><li>Lustriva, included in this formula, is clinically shown to improve hair growth and grow thicker hair for women in as few as 3 weeks!</li><li>MaryRuth’s is a Certified B Corporation. This product has been third-party tested and is Clean Label Project verified. Made in a GMP Facility.</li><li>Vegan Formula: Dairy Free, Gluten Free, Soy Free, Sugar Free.</li><li>Each bottle has 30 servings.</li></ul>",299.0
Allerfin,812259003042,"<h3><strong>Highlights:</strong></h3><ul>
<li><strong>Sinuses: Promotes the health of the nasal passages*</strong></li><li><strong>Lungs: Supports respiratory function*</strong></li><li><strong>Eyes: Supports the health and comfort of the eyes*</strong></li><li><strong>Doctor-formulated, proprietary blend of botanical ingredients</strong></li><li><strong>Clinically researched doses of all ingredients</strong></li><li><strong>Features Allerinol&trade; <em>perilla frutescens</em> extract, containing 33% rosmarinic acid</strong></li><li><strong>Non-drowsy formula</strong></li><li><strong>Vegetarian, gluten-free, GMO-free</strong></li></ul>",81.74
Quality Of Life,812259003103,"<h3><strong>Highlights:</strong></h3><ul><li><strong>Reduces chemicals that cause body odors by up to 60%*</strong></li><li><strong>Inhibits the chemicals that cause bad breath in just 15 minutes*</strong></li><li><strong>Decreases levels of odor-causing bacteria in the gut*</strong></li><li><strong>Purifies the blood of ammonia and helps maintain normal levels of uric acid*</strong></li><li><strong>Supports the health of the kidneys*</strong></li><li><strong>Champex® patented proprietary extract of champignon mushroom</strong></li><li><strong>Clinically studied dose</strong></li><li><strong>Can be taken as a capsule for body odor or used as a rinse for bad breath</strong></li><li><strong>Can be used as part of a cleanse or for year-round detoxification support</strong></li><li><strong>Vegan, gluten-free, GMO-free</strong></li></ul>",68.7
Quality Of Life,812259003295,"<p><strong>Highlights:</strong></p><ul>
<li>MicroActive® Resveratrol (sustained release complex)</li><li>Gradual release into the bloodstream over 12 hours</li><li>Achieves higher blood levels over a longer time</li><li>2.5x more bioavailable than regular resveratrol</li><li>Vegan, gluten-free, GMO-free</li><li>Supports healthy aging*</li><li>Promotes healthy metabolism*</li><li>Enhances blood flow *</li><li>Helps maintain normal insulin sensitivity*</li><li>Provides antioxidant protection*</li></ul>",112.17
Quality Of Life,812259003318,"<p><strong>Highlights:</strong></p><ul><li>Helps maintain blood pressure already within a healthy range, including both systolic (beating) and diastolic (resting) blood pressure*</li><li>Promotes flexible arteries*</li><li>Supports healthy circulation*</li><li>Clinically studied dose of milk tripeptides</li><li>Proven bioavailability</li><li>Tested for safety</li><li>Non-allergenic: undetectable level of lactose (under .05%)</li><li>Vegetarian, gluten-free, GMO-free</li></ul>",86.09
Quality Of Life,812259003523,"<h3><strong>Highlights:</strong></h3><ul><li><strong>Soothes dry, sensitive skin</strong></li><li><strong>Improves appearance of skin</strong></li><li><strong>Increases skin comfort*</strong></li><li><strong>Balances cytokines*</strong></li><li><strong>Safe, natural, and effective</strong></li><li><strong>2016 NutrAward-winning ingredient L-92®</strong></li><li><strong>Patented, sterilized strain of <em>acidophilus</em></strong></li><li><strong>Clinically studied dose</strong></li><li><strong>Researched in both adults and children</strong></li><li><strong>Vegan, gluten-free, GMO-free</strong></li></ul>",112.17
OZ Naturals,816457022652,<h3><strong>Highlights:</strong></h3><ul><li><strong>Best for hyperpigmentation and dark spots.</strong></li><li><strong>A skin brightening serum that enhances radiance and glow by regenerating and restore the skin.</strong></li><li><strong>Removes discoloration and spots.</strong></li><li><strong>Improves and clears skin tone.</strong></li><li><strong>Contains antioxidants.</strong></li><li><strong>Enriched with ingredients that stimulate collagen production.</strong></li><li><strong>100% vegan</strong></li></ul>,68.7
Cantu,817513000000,"<p><strong>Highlights:</strong></p><ul><li>Moisturizes and removes hair breakage</li><li>Controls frizz for a silky-smooth hold</li><li>Free of sulfates, silicones, parabens and mineral oils</li><li>Formulated with pure shea butter</li></ul>",57.5
Advanced Clinicals,819265008016,"<p><strong>Highlights:</strong></p><ul>
<li>With Soothing Aloe Vera</li><li>Anti-Aging</li><li>Vitamin C Targets Dark Spots, Uneven Tone and Expression Lines</li><li>Promotes a Firmer Looking Complexion</li><li>Ferulic Acid Supports a Luminous, Youthful Radiance</li><li>K3 Vita C, a Proven Antioxidant Visibly Reduces the Look of Age Spots</li><li>Improves Skin Tone and Diminishes the Look of Wrinkles</li><li>Ferulic Acid, a Natural Antioxidant, Guards the Skin from Environmental Damage</li><li>Antioxidant Work Synergistically for Effective Absorption into Skin</li></ul>",41.0
Marnys,8410885071248,<p><strong>Highlights:</strong></p><p>Exotique Plus 30 capsules is a natural quick-action tonic that enhances the overall condition of the body. It is particularly recommended for people with great physical or mental stress and people with sexual asthenia.</p>,224.0
Megatop,8410885077820, ,145.0
Marnys,8410885079961, ,9.95
Marnys,8410885080172,"<p><strong>Highlights:</strong></p><ul>
<li>Salmon is a great source of the omega-3 polyunsaturated fatty acid: EPA + DHA</li><li>EPA + DHA is preferred for normal cholesterol protection and maintenance of triglyceride levels.</li><li>EPA + DHA maintains brain function and plays an important and fundamental role in the synthesis and remodeling of nerve tissue and neurotransmitters1.</li><li>DHA facilitates the normal functions of vision and improves the structure of the retina.</li><li>The DHA + EPA contents of MARNYS® Salmon Oil Omega-3 are in compliance with European Quality Standards for Medicines.</li><li>MARNYS® Salmon Oil Omega-3 guarantees the properties and the flavor of salmon oil, ensuring the highest quality standards in accordance with European pharmaceutical quality standards.</li><li>MARNYS® Salmon Oil Omega-3 is free from artificial preservatives, colors, flavor, and yeas</li></ul>",57.0
Marnys,84108850808165, ,58.0
Cellucor,842595106039,<p><strong>Highlights:</strong></p><ul><li>Size: 195 gram</li><li>Ingredients: Cellucor C4 Original Id Pre-Workout Fruit Punch 30 serving</li><li>Number of Servings: 30</li><li>Form: Powders</li><li>Serving: 6.5 grams</li></ul>,122.0
Cellucor,842595106077,"<p><strong>Highlights:</strong></p><ul>
<li>World’s Most Advanced Energy Drink, America's No-1 Selling Pre-Workout</li><li>Explosive energy, heightened focus and overwhelming urge to tackle any challenge</li><li>Energizes your workouts and takes your fitness to the next level 1.6g CarnoSyn Beta- Alanine</li><li>Weight loss blend that contains ingredients proven to help burn fat and give the body energy</li></ul>",122.0
Cellucor,842595106114, ,149.0
Cellucor,842595106138,"<p><strong>Highlights:</strong></p><ul>
<li>150mg of Caffeine</li><li>1g Arginine AKG</li><li>Highly Explosive Energy</li></ul>",122.0
ISDIN,8429420000000,"<p><strong>Highlights:</strong></p><ul>  <li>Daily mouthwash, preventing bleeding and inflammation of the gums due to gingivitis  </li>  <li> With antiseptic action, it reduces the colonization of bacteria and inhibits the promotion of oral biofilm  </li>  <li> Triple anti-plaque action, re-mineralises and protects the enamel thanks to its fluorine content  </li>  <li> Clinically proven effectiveness; alcohol-free; gluten-free </li></ul>",55.0
ISDIN,8429420174849,<p><strong>Highlights:</strong></p><ul>  <li> Lambdapil brand.  </li>  <li> Eliminates the excessive loss of hair.  </li>  <li> Stimulates hair growth.  </li>  <li> Stimulates the hair follicle and standardises the secretion of oil glands.</li></ul>,150.43
ISDIN,8429420174863,"<p><strong>Highlights:</strong></p><ul><li>Isdin Nutradeica is a shampoo suitable for dry dandruff, leaving hair soft, shiny, and easy to comb.</li><li>Helps eliminate and prevent the fungus that causes flaking and relieves itching.</li><li>Take care of your scalp while taking care of your hair.</li><li>Helps prevent the growth of microorganisms thanks to Piroctone Olamina.</li><li>Relieves itching and soothes thanks to Laureth-9</li></ul>",150.43
ISDIN,8429420219175,"<p><strong>Highlights:</strong></p><ul><li>Enriched with antioxidants and vitamins</li><li>Features an innovative formula that combines the intense cleansing effect</li><li>Provides an intense radiant shine to your blonde hair</li><li>Leaves hair soft, shiny and hydrated</li><li>Suitable for all hairs types</li></ul>",150.43
Devarin,8430469169741, ,68.7
ISDIN,8470001569745,"<h2><strong>Highlights:</strong></h2><ul>
<li><strong>Soft protective gel for feminine intimate hygiene .</strong></li><li><strong>Unique formula with natural ingredients .</strong></li><li><strong>Maintains balanced pH and prevents infections .</strong></li><li><strong>Gentle and effective cleaning.</strong></li><li><strong>Soothes and reduces irritation.</strong></li><li><strong>Moisturizes and helps prevent vaginal dryness and itching.</strong></li><li><strong>Provides a feeling of comfort .</strong></li><li><strong>Gentle , soap-free formula.</strong></li><li><strong>It neutralizes odors and its formula has a pleasant aroma.</strong></li><li><strong>Easy to use and can be used daily .</strong></li><li><strong>Dermatologically tested .</strong></li></ul><p><strong></strong></p>",95.0
ISDIN,8470002104433, ,79.0
Blender,847280035335,"<p><strong>Highlights:</strong></p><ul><li><h4>Designed to hold up to 26-oz. of liquid</h4><p>To provide ample space.</p></li><li><h4>Keep your beverage hot or cold</h4><p>An insulated, double-wall design maintains your drink\'s temperature, regardless of the conditions outside.</p></li><li><h4>Enjoy a safe design</h4><p>BPA-free to keep your beverage healthy and tasting great.</p></li><li><h4>Stainless steel construction</h4><p>Offers a durable design.</p></li></ul>",104.35
Blender,847280035359,"<p><strong>Highlights:</strong></p><ul>  
<li>Double-wall vacuum insulated Blender Bottle, for mixing supplements and smoothies, keeps drinks cold for up to 24 hours  </li>  
<li> 770ml offer plenty of room for supplements, meal replacements, or water  </li>  
<li> The stylish center-mounted spout closes with a secure twist-on cap, delivering a guaranteed leak-free seal.  </li>  
<li> The versatile carry loop detaches ath the base to secure a key ring or clip the bottle to a gym bag  </li>  
<li> Made from high-quality BPA and phthalate-free materials; hand wash cup, dishwasher-safe lid; not for use with hot liquids </li></ul>",100.0
Laperva,847280046294,"<p><strong>Highlights:</strong></p><ul>
<li>Resistant to odors and stains.</li><li>Convenient to carry and install.</li><li>Dishwasher-safe properties.</li></ul>",82.0
Laperva,847280046300,<p><strong>Highlights:</strong></p><ul><li>2 Fully Independent Jars</li><li>Twist n' Lock System</li><li>Pill Organizer</li><li>BlenderBall Wire Whisk</li></ul>,150.0
Owala,847280062614,"<p><strong>Highlights:</strong></p><ul>
<li>Easy-twist lid</li><li>Easy to clean</li><li>Easy to carry with a carry loop</li><li>Leak proof</li><li>Double-wall insulation keeps drinks cold for up to 24 hours or hot for up to 12 hours</li></ul>",48.0
Pigeon,847280062669,"<p><strong>Highlights:</strong></p><ul>
<li>Twist stainless steel.</li><li>Easy-twist lid.</li><li>Keeps drinks cold up to 24 hrs.</li><li>Easy to clean.</li><li>BPA-free plastic.</li></ul>",48.0
Mary Ruths,850018471329,<p><strong>Highlights:</strong></p><ul><li>Formulated for Infants (0-12 Months)</li><li>ANTIOXIDANT</li><li>IMMUNE SUPPORT</li><li>OVERALL HEALTH</li><li>Easy-to-Administer Spray</li></ul>,95.0
Mary Ruths,850018471978,<p><strong>Highlights:</strong></p><ul><li>Vegan & non-GMO</li><li>Easy-to-take flavorless liquid</li><li>Dosing for the whole family</li><li>40 servings per bottle</li></ul>,89.0
The Smurfs,850019556940,<h3><strong>Highlights:</strong></h3><ul><li><strong>Made with Real Fruit Juice/Puree</strong></li><li><strong>Doctor Developed</strong></li><li><strong>15 Daily Essential Vitamins and Minerals</strong></li><li><strong>Dietary Supplement</strong></li><li><strong>Supports Daily Wellness</strong></li><li><strong>Gluten/GMO Free</strong></li></ul>,69.0
Mary Ruths,850029392064,"<p><strong>Highlights:</strong></p><ul>
<li>Liquid Daily Multivitamin for Women, Men, and Children: MaryRuth's delicious morning multivitamins is an easy-to-take liquid for ages 1 and up!</li><li>Formulated for the Whole Family: This multivitamin formula includes important vitamins, minerals, and other nutrients for daily health and wellness.</li><li>Receive the Benefits: Support your metabolic processes and energy levels with B vitamins, and support your immune system with vitamin C, vitamin D3, zinc, and vitamin E.</li><li>MaryRuth’s is a Certified B Corporation. This product has been third-party tested and is Clean Label Project verified. Made in a GMP Facility.</li><li>Vegan Formula: Dairy Free, Nut Free, Gluten Free, Soy Free, Sugar Free</li></ul>",280.0
Mary Ruths,850036700517,"<p><strong>Highlights:</strong></p><ul><li>Liquid Daily Multimineral for Women, Men, and Children: MaryRuth's delicious nighttime multimineral is an easy-to-take liquid for ages 1 and up!</li><li>Formulated for the Whole Family: This multimineral formula includes important vitamins, minerals, and other nutrients for daily health and wellness.</li><li>No Melatonin Sleep Support: This Liquid Multimineral is high in magnesium, which is important for normal sleep regulation.</li><li>MaryRuth’s is a Certified B Corporation. This product has been third-party tested and is Clean Label Project verified. Made in a GMP Facility.</li><li>Vegan Formula: Dairy Free, Gluten Free, Soy Free, Sugar Free. Formulated for Adults and Kids. Each bottle has 30 servings.</li></ul>",148.0
Vital Proteins,850232005089,"<h2><strong>Highlights:</strong></h2><ul><li><strong>Vital Proteins Collagen Peptides Advanced is a premium offering, with 20g Collagen Peptides per serving plus two additional functional ingredients – 100% daily value Vitamin C and 120mg Hyaluronic Acid</strong></li><li><strong>Vitamin C helps to support the body’s natural collagen production while Hyaluronic Acid helps to improve skin hydration and joint mobility.**^</strong></li><li><strong>Bioavailable Collagen Peptides Advanced Powder: Sourced from grass-fed, pasture-raised bovine. Digested and absorbed by the body quickly for maximum benefits.</strong></li><li><strong>Easy To Use: One serving a day of Vital Proteins Collagen Peptides Advanced is easily digested and dissolves in cold or hot liquids, like coffee, tea and smoothies.</strong></li><li><strong>Made with You in Mind: Certified Paleo Friendly & Whole30 Approved. No added sugars or sweeteners. Flavorless and odorless. Made without gluten & dairy.</strong></li></ul>",343.85
Youtheory,850502007584,<p><strong>Highlights:</strong></p><ul><li>Helps Reduce Stress</li><li>With KSM-66®</li><li>Dietary Supplement</li><li>Helps Maintain Healthy Cortisol Levels</li><li>Boosts Mental & Physical Performance</li><li>Non GMO Project Verified</li><li>Gingever</li></ul>,75.04
EVLution Nutrition,852665240655,<p><strong>Highlights:<br></strong></p>,95.99
ACURE,854049002057,"<p><strong>Highlights:</strong></p><ul>  
<li>All Skin Types</li><li>100% Vegan. 0% Pretentious.</li><li>Paraben Free</li><li>Sulfate Free</li><li>Mineral Oil Free</li><li>Petrolatum Free</li><li>Formaldehyde Free</li><li>Cruelty Free</li></ul>",49.0
Mielle,854102000000, ,44.0
Mielle,854102006732,<p><strong>Highlights:</strong></p><ul><li>Helps improve length retention</li><li>Invigorates & nourishes hair follicles</li><li>Conditions dry scalp</li><li>Smooths split ends</li><li>Daily Use</li><li>Scalp Treatment</li><li>Split End Care</li></ul>,93.54
Mielle,854102006763,"<h2><strong>Highlights:</strong></h2><ul>
<li><strong>DEEP NOURISHMENT FOR DAMAGED HAIR</strong></li><li><strong>SMOOTH & STRENGTHEN</strong></li><li><strong>STIMULATE: mask helps strengthen long and thick hair with a soft, bouncy texture</strong></li><li><strong>SAFE FOR ALL HAIR TYPES</strong></li><li><strong>BY WOMEN FOR WOMEN: Mielle Organics aims to empower women of all hair types and styles with powerful products&nbsp;</strong></li></ul>",89.0
Mielle,854102006770,"<p><strong>Highlights:</strong></p><ul><li>Cleanse and invigorate your hair and scalp with Mielle Organics Rosemary Mint Strengthening Shampoo!</li><li>This certified organic shampoo is infused with biotin and natural ingredients such as rosemary, mint, coconut, and babassu seed oil to nourish your hair and scalp, promote hair growth, and prevent breakage.</li><li>Rosemary and mint have antioxidant, anti-inflammatory, and anti-fungal properties that improve scalp health and hair growth.</li><li>Biotin nourishes hair follicles, improving strength and elasticity.</li><li>Coconut and babassu seed oil moisturizes and protects your hair from dryness and damage.</li><li>Mielle Organics Rosemary Mint Strengthening Shampoo has a refreshing scent that invigorates your senses and adds shine to your hair.</li><li>It is suitable for all hair types and textures and can be used as a daily cleanser or a deep treatment.</li></ul>",105.8
Mary Ruths,856645008150,"<p><strong>Highlights:</strong></p><ul>
<li>Elderberries, the fruit of Elder shrubs, have been used for generations to support the immune system.</li><li>Elder is native to Europe, North America, and Southwest Asia. The berries and flowers of this plant have a long history of traditional use. Even Hippocrates of ancient Greece touted the healthful benefits of elderberries.</li><li>Elderberry displays antioxidant properties, and initial studies on Elderberry have suggested that this herbal may support immune function and overall health.</li><li>With our delicious Liquid Elderberry, you can easily take this by mouth as a tincture or add it to your favorite beverage, increasing or decreasing your dosage as desired and recommended by your healthcare professional.</li></ul><p><strong><br></strong></p>",116.0
Mary Ruths,856645008310,"<p><strong>Highlights:</strong></p><ul>
<li>Organic, vegan, & non-GMO</li><li>Easy-to-take flavorless liquid</li><li>Supports gut health, digestion, and immunity</li><li>20 servings per bottle</li></ul>",84.0
Mary Ruths,856645008389,<p><strong>Highlights:</strong></p><ul><li>Vegan</li><li>Gluten Free</li><li>No Gelatin</li><li>Pectin Based</li><li>Sugar Free</li><li>2 Month Supply</li><li>Natural Flavors</li><li>A Dietary Supplement&nbsp;</li></ul>,124.0
Septofort,8595165273496,,42.0
Septofort,8596024008426,,24.93
